card_imageName,HD_Timestamp,hd_filename
cd_04884,1389754936,cd_04884.1389754936
cd_04885,1389754936,cd_04885.1389754936
cd_04890,1389754937,cd_04890.1389754937
cd_04891,1390793964,cd_04891.1390793964
cd_04910,1389754937,cd_04910.1389754937
cd_04911,1389754937,cd_04911.1389754937
cd_04913,1389754938,cd_04913.1389754938
cd_04914,1389754938,cd_04914.1389754938
cd_04915,1389754938,cd_04915.1389754938
cd_04920,1393209913,cd_04920.1393209913
cd_04921,1393209913,cd_04921.1393209913
cd_04923,1393209913,cd_04923.1393209913
cd_04924,1393209913,cd_04924.1393209913
cd_04925,1393209914,cd_04925.1393209914
cd_04930,1414724690,cd_04930.1414724690
cd_04931,1414724690,cd_04931.1414724690
cd_04932,1414724690,cd_04932.1414724690
cd_04933,1414724690,cd_04933.1414724690
cd_04934,1414724690,cd_04934.1414724690
cd_04935,1414724691,cd_04935.1414724691
cd_04940,1393815378,cd_04940.1393815378
cd_04941,1393815379,cd_04941.1393815379
cd_04950,1401937260,cd_04950.1401937260
cd_04951,1401937261,cd_04951.1401937261
cd_04953,1401937261,cd_04953.1401937261
cd_04954,1401937261,cd_04954.1401937261
cd_04955,1401937262,cd_04955.1401937262
cd_04960,1388028298,cd_04960.1388028298
cd_04961,1388028298,cd_04961.1388028298
cd_04963,1388028298,cd_04963.1388028298
cd_04964,1388028299,cd_04964.1388028299
cd_04965,1388028299,cd_04965.1388028299
cd_04970,1388028306,cd_04970.1388028306
cd_04971,1388028307,cd_04971.1388028307
cd_04980,1388028299,cd_04980.1388028299
cd_04981,1388028300,cd_04981.1388028300
cd_04990,1388028300,cd_04990.1388028300
cd_04991,1388028300,cd_04991.1388028300
cd_04996,1434336333,cd_04996.1434336333
cd_05000,1373942394,cd_05000.1373942394
cd_05001,1373942394,cd_05001.1373942394
cd_05003,1373942395,cd_05003.1373942395
cd_05004,1373942395,cd_05004.1373942395
cd_05005,1373942395,cd_05005.1373942395
cd_05010,1392346641,cd_05010.1392346641
cd_05011,1392346641,cd_05011.1392346641
cd_05020,1390793964,cd_05020.1390793964
cd_05021,1390793964,cd_05021.1390793964
cd_05023,1390793964,cd_05023.1390793964
cd_05024,1390793964,cd_05024.1390793964
cd_05025,1390793965,cd_05025.1390793965
cd_05030,1409541059,cd_05030.1409541059
cd_05031,1409541059,cd_05031.1409541059
cd_05033,1409541060,cd_05033.1409541060
cd_05034,1409541060,cd_05034.1409541060
cd_05035,1409541060,cd_05035.1409541060
cd_05040,1390793965,cd_05040.1390793965
cd_05041,1390793965,cd_05041.1390793965
cd_05043,1390793965,cd_05043.1390793965
cd_05044,1390793965,cd_05044.1390793965
cd_05045,1390793966,cd_05045.1390793966
cd_05050,1390793966,cd_05050.1390793966
cd_05051,1390793966,cd_05051.1390793966
cd_05053,1390793966,cd_05053.1390793966
cd_05054,1390793966,cd_05054.1390793966
cd_05055,1390793966,cd_05055.1390793966
cd_05060,1399007310,cd_05060.1399007310
cd_05061,1399007310,cd_05061.1399007310
cd_05070,1406516426,cd_05070.1406516426
cd_05071,1406516426,cd_05071.1406516426
cd_05080,1399007310,cd_05080.1399007310
cd_05081,1399007310,cd_05081.1399007310
cd_05090,1404367998,cd_05090.1404367998
cd_05091,1404367998,cd_05091.1404367998
cd_05093,1404367999,cd_05093.1404367999
cd_05094,1404367999,cd_05094.1404367999
cd_05095,1404367999,cd_05095.1404367999
cd_05100,1364785063,cd_05100.1364785063
cd_05101,1364785064,cd_05101.1364785064
cd_05110,1389754938,cd_05110.1389754938
cd_05111,1389754938,cd_05111.1389754938
cd_05116,1430448978,cd_05116.1430448978
cd_05130,1391395961,cd_05130.1391395961
cd_05131,1391395962,cd_05131.1391395962
cd_05136,1417142942,cd_05136.1417142942
cd_05140,1389754939,cd_05140.1389754939
cd_05141,1389754939,cd_05141.1389754939
cd_05150,1391395961,cd_05150.1391395961
cd_05151,1391395961,cd_05151.1391395961
cd_05160,1388028296,cd_05160.1388028296
cd_05161,1388028296,cd_05161.1388028296
cd_05166,1419476203,cd_05166.1419476203
cd_05170,1388028295,cd_05170.1388028295
cd_05171,1388028295,cd_05171.1388028295
cd_05180,1388028300,cd_05180.1388028300
cd_05181,1388028300,cd_05181.1388028300
cd_05186,1419476202,cd_05186.1419476202
cd_05190,1396321127,cd_05190.1396321127
cd_05191,1396321127,cd_05191.1396321127
cd_05196,1427770786,cd_05196.1427770786
cd_05200,1364785065,cd_05200.1364785065
cd_05201,1364785065,cd_05201.1364785065
cd_05210,1389754939,cd_05210.1389754939
cd_05211,1389754939,cd_05211.1389754939
cd_05216,1432263772,cd_05216.1432263772
cd_05220,1391395960,cd_05220.1391395960
cd_05221,1391395960,cd_05221.1391395960
cd_05230,1388028307,cd_05230.1388028307
cd_05231,1388028307,cd_05231.1388028307
cd_05240,1388028304,cd_05240.1388028304
cd_05241,1388028304,cd_05241.1388028304
cd_05243,1388028305,cd_05243.1388028305
cd_05244,1388028305,cd_05244.1388028305
cd_05245,1388028305,cd_05245.1388028305
cd_05250,1388028305,cd_05250.1388028305
cd_05251,1388028306,cd_05251.1388028306
cd_05260,1388028306,cd_05260.1388028306
cd_05261,1388028306,cd_05261.1388028306
cd_05270,1391395950,cd_05270.1391395950
cd_05271,1391395950,cd_05271.1391395950
cd_05280,1391395951,cd_05280.1391395951
cd_05281,1391395952,cd_05281.1391395952
cd_05283,1391395952,cd_05283.1391395952
cd_05284,1391395952,cd_05284.1391395952
cd_05285,1391395952,cd_05285.1391395952
cd_05290,1391395953,cd_05290.1391395953
cd_05291,1391395953,cd_05291.1391395953
cd_05293,1391395953,cd_05293.1391395953
cd_05294,1391395954,cd_05294.1391395954
cd_05295,1391395954,cd_05295.1391395954
cd_05300,1364785065,cd_05300.1364785065
cd_05301,1364785066,cd_05301.1364785066
cd_05310,1414724691,cd_05310.1414724691
cd_05311,1414724691,cd_05311.1414724691
cd_05320,1415933788,cd_05320.1415933788
cd_05321,1415933788,cd_05321.1415933788
cd_05323,1415933789,cd_05323.1415933789
cd_05324,1415933789,cd_05324.1415933789
cd_05325,1415933789,cd_05325.1415933789
cd_05340,1392346636,cd_05340.1392346636
cd_05341,1392346636,cd_05341.1392346636
cd_05350,1392346637,cd_05350.1392346637
cd_05351,1392346637,cd_05351.1392346637
cd_05353,1392346637,cd_05353.1392346637
cd_05354,1392346637,cd_05354.1392346637
cd_05355,1392346638,cd_05355.1392346638
cd_05360,1392346638,cd_05360.1392346638
cd_05361,1392346638,cd_05361.1392346638
cd_05370,1396321126,cd_05370.1396321126
cd_05371,1396321126,cd_05371.1396321126
cd_05380,1391395955,cd_05380.1391395955
cd_05381,1391395956,cd_05381.1391395956
cd_05390,1391395957,cd_05390.1391395957
cd_05391,1391395958,cd_05391.1391395958
cd_05393,1391395958,cd_05393.1391395958
cd_05394,1391395958,cd_05394.1391395958
cd_05395,1391395958,cd_05395.1391395958
cd_05400,1364785066,cd_05400.1364785066
cd_05401,1364785066,cd_05401.1364785066
cd_05410,1391395959,cd_05410.1391395959
cd_05411,1391395959,cd_05411.1391395959
cd_05420,1394420449,cd_05420.1394420449
cd_05421,1394420449,cd_05421.1394420449
cd_05423,1394420450,cd_05423.1394420450
cd_05424,1394420450,cd_05424.1394420450
cd_05425,1394420450,cd_05425.1394420450
cd_05430,1392346639,cd_05430.1392346639
cd_05431,1392346640,cd_05431.1392346640
cd_05433,1392346640,cd_05433.1392346640
cd_05434,1392346640,cd_05434.1392346640
cd_05435,1392346640,cd_05435.1392346640
cd_05440,1393209909,cd_05440.1393209909
cd_05441,1393209909,cd_05441.1393209909
cd_05450,1396321127,cd_05450.1396321127
cd_05451,1396321127,cd_05451.1396321127
cd_05460,1395024830,cd_05460.1395024830
cd_05461,1395024830,cd_05461.1395024830
cd_05470,1393815379,cd_05470.1393815379
cd_05471,1393815380,cd_05471.1393815380
cd_05480,1391395955,cd_05480.1391395955
cd_05481,1391395955,cd_05481.1391395955
cd_05490,1392346641,cd_05490.1392346641
cd_05491,1392346642,cd_05491.1392346642
cd_05500,1364785066,cd_05500.1364785066
cd_05501,1364785067,cd_05501.1364785067
cd_05503,1364785067,cd_05503.1364785067
cd_05504,1364785067,cd_05504.1364785067
cd_05505,1364785067,cd_05505.1364785067
cd_05510,1391395960,cd_05510.1391395960
cd_05511,1391395960,cd_05511.1391395960
cd_05520,1390793967,cd_05520.1390793967
cd_05521,1390793967,cd_05521.1390793967
cd_05526,1419476185,cd_05526.1419476185
cd_05530,1393209906,cd_05530.1393209906
cd_05531,1393209906,cd_05531.1393209906
cd_05533,1393209906,cd_05533.1393209906
cd_05534,1393209906,cd_05534.1393209906
cd_05535,1393209907,cd_05535.1393209907
cd_05540,1392346639,cd_05540.1392346639
cd_05541,1392346639,cd_05541.1392346639
cd_05550,1392346636,cd_05550.1392346636
cd_05551,1392346636,cd_05551.1392346636
cd_05570,1405672612,cd_05570.1405672612
cd_05571,1405672613,cd_05571.1405672613
cd_05580,1399007309,cd_05580.1399007309
cd_05581,1399007309,cd_05581.1399007309
cd_05600,1364785067,cd_05600.1364785067
cd_05601,1364785067,cd_05601.1364785067
cd_05603,1364785068,cd_05603.1364785068
cd_05604,1364785068,cd_05604.1364785068
cd_05605,1364785068,cd_05605.1364785068
cd_05610,1390793968,cd_05610.1390793968
cd_05611,1390793968,cd_05611.1390793968
cd_05616,1434336334,cd_05616.1434336334
cd_05620,1407220810,cd_05620.1407220810
cd_05621,1407220810,cd_05621.1407220810
cd_05623,1407220810,cd_05623.1407220810
cd_05624,1407220810,cd_05624.1407220810
cd_05625,1407220811,cd_05625.1407220811
cd_05630,1391395956,cd_05630.1391395956
cd_05631,1391395956,cd_05631.1391395956
cd_05633,1391395957,cd_05633.1391395957
cd_05634,1391395957,cd_05634.1391395957
cd_05635,1391395957,cd_05635.1391395957
cd_05640,1394420448,cd_05640.1394420448
cd_05641,1394420448,cd_05641.1394420448
cd_05650,1393209909,cd_05650.1393209909
cd_05651,1393209909,cd_05651.1393209909
cd_05660,1393209910,cd_05660.1393209910
cd_05661,1393209910,cd_05661.1393209910
cd_05666,1421117868,cd_05666.1421117868
cd_05670,1391395949,cd_05670.1391395949
cd_05671,1391395950,cd_05671.1391395950
cd_05676,1422845859,cd_05676.1422845859
cd_05680,1391395951,cd_05680.1391395951
cd_05681,1391395951,cd_05681.1391395951
cd_05690,1390793967,cd_05690.1390793967
cd_05691,1390793967,cd_05691.1390793967
cd_05700,1364785068,cd_05700.1364785068
cd_05701,1364785069,cd_05701.1364785069
cd_05703,1364785069,cd_05703.1364785069
cd_05704,1364785069,cd_05704.1364785069
cd_05705,1364785069,cd_05705.1364785069
cd_05710,1393209904,cd_05710.1393209904
cd_05711,1393209905,cd_05711.1393209905
cd_05713,1393209905,cd_05713.1393209905
cd_05714,1393209905,cd_05714.1393209905
cd_05715,1393209905,cd_05715.1393209905
cd_05720,1392346638,cd_05720.1392346638
cd_05721,1392346639,cd_05721.1392346639
cd_05730,1393209908,cd_05730.1393209908
cd_05731,1393209908,cd_05731.1393209908
cd_05736,1427770786,cd_05736.1427770786
cd_05740,1391395959,cd_05740.1391395959
cd_05741,1391395959,cd_05741.1391395959
cd_05750,1400826702,cd_05750.1400826702
cd_05751,1400826703,cd_05751.1400826703
cd_05753,1400826703,cd_05753.1400826703
cd_05754,1400826704,cd_05754.1400826704
cd_05755,1400826704,cd_05755.1400826704
cd_05760,1393209907,cd_05760.1393209907
cd_05761,1393209907,cd_05761.1393209907
cd_05763,1393209907,cd_05763.1393209907
cd_05764,1393209908,cd_05764.1393209908
cd_05765,1393209908,cd_05765.1393209908
cd_05770,1394420447,cd_05770.1394420447
cd_05771,1394420447,cd_05771.1394420447
cd_05780,1394420448,cd_05780.1394420448
cd_05781,1394420448,cd_05781.1394420448
cd_05790,1393815376,cd_05790.1393815376
cd_05791,1393815376,cd_05791.1393815376
cd_05793,1393815377,cd_05793.1393815377
cd_05794,1393815377,cd_05794.1393815377
cd_05795,1393815377,cd_05795.1393815377
cd_05800,1379570839,cd_05800.1379570839
cd_05801,1379570840,cd_05801.1379570840
cd_05810,1395024829,cd_05810.1395024829
cd_05811,1395024829,cd_05811.1395024829
cd_05820,1395630048,cd_05820.1395630048
cd_05821,1395630049,cd_05821.1395630049
cd_05830,1401937264,cd_05830.1401937264
cd_05831,1401937264,cd_05831.1401937264
cd_05840,1393815375,cd_05840.1393815375
cd_05841,1393815376,cd_05841.1393815376
cd_05846,1425265038,cd_05846.1425265038
cd_05850,1393815372,cd_05850.1393815372
cd_05851,1393815372,cd_05851.1393815372
cd_05853,1393815372,cd_05853.1393815372
cd_05854,1393815373,cd_05854.1393815373
cd_05855,1393815373,cd_05855.1393815373
cd_05860,1401937262,cd_05860.1401937262
cd_05861,1401937262,cd_05861.1401937262
cd_05863,1401937262,cd_05863.1401937262
cd_05864,1401937263,cd_05864.1401937263
cd_05865,1401937263,cd_05865.1401937263
cd_05870,1395630050,cd_05870.1395630050
cd_05871,1395630050,cd_05871.1395630050
cd_05873,1395630050,cd_05873.1395630050
cd_05874,1395630051,cd_05874.1395630051
cd_05875,1395630051,cd_05875.1395630051
cd_05880,1393815378,cd_05880.1393815378
cd_05881,1393815378,cd_05881.1393815378
cd_05890,1401937263,cd_05890.1401937263
cd_05891,1401937263,cd_05891.1401937263
cd_05896,1431938492,cd_05896.1431938492
cd_05900,1367497871,cd_05900.1367497871
cd_05901,1367497871,cd_05901.1367497871
cd_05910,1395630049,cd_05910.1395630049
cd_05911,1395630049,cd_05911.1395630049
cd_05920,1395024830,cd_05920.1395024830
cd_05921,1395024830,cd_05921.1395024830
cd_05926,1426474480,cd_05926.1426474480
cd_05930,1395024834,cd_05930.1395024834
cd_05931,1395024834,cd_05931.1395024834
cd_05940,1395716611,cd_05940.1395716611
cd_05941,1395716611,cd_05941.1395716611
cd_05946,1419476202,cd_05946.1419476202
cd_05950,1393815374,cd_05950.1393815374
cd_05951,1393815374,cd_05951.1393815374
cd_05960,1393815374,cd_05960.1393815374
cd_05961,1393815375,cd_05961.1393815375
cd_05970,1393815371,cd_05970.1393815371
cd_05971,1393815371,cd_05971.1393815371
cd_05980,1395024833,cd_05980.1395024833
cd_05981,1395024833,cd_05981.1395024833
cd_05990,1399604460,cd_05990.1399604460
cd_05991,1399604460,cd_05991.1399604460
cd_06000,1368673340,cd_06000.1368673340
cd_06001,1368673340,cd_06001.1368673340
cd_06010,1396321125,cd_06010.1396321125
cd_06011,1396321125,cd_06011.1396321125
cd_06020,1426474478,cd_06020.1426474478
cd_06021,1426474479,cd_06021.1426474479
cd_06026,1427770787,cd_06026.1427770787
cd_06030,1394420450,cd_06030.1394420450
cd_06031,1394420450,cd_06031.1394420450
cd_06040,1396321126,cd_06040.1396321126
cd_06041,1396321126,cd_06041.1396321126
cd_06050,1395024831,cd_06050.1395024831
cd_06051,1395024831,cd_06051.1395024831
cd_06053,1395024831,cd_06053.1395024831
cd_06054,1395024832,cd_06054.1395024832
cd_06055,1395024832,cd_06055.1395024832
cd_06060,1395024832,cd_06060.1395024832
cd_06061,1395024832,cd_06061.1395024832
cd_06063,1395024832,cd_06063.1395024832
cd_06064,1395024833,cd_06064.1395024833
cd_06065,1395024833,cd_06065.1395024833
cd_06070,1395630049,cd_06070.1395630049
cd_06071,1395630050,cd_06071.1395630050
cd_06080,1401937264,cd_06080.1401937264
cd_06081,1401937265,cd_06081.1401937265
cd_06086,1417142941,cd_06086.1417142941
cd_06090,1401418609,cd_06090.1401418609
cd_06091,1401418609,cd_06091.1401418609
cd_06100,1384398004,cd_06100.1384398004
cd_06101,1384398004,cd_06101.1384398004
cd_06102,1384398005,cd_06102.1384398005
cd_06110,1405672613,cd_06110.1405672613
cd_06111,1405672613,cd_06111.1405672613
cd_06120,1396321125,cd_06120.1396321125
cd_06121,1396321125,cd_06121.1396321125
cd_06130,1396321123,cd_06130.1396321123
cd_06131,1396321123,cd_06131.1396321123
cd_06133,1396321123,cd_06133.1396321123
cd_06134,1396321124,cd_06134.1396321124
cd_06135,1396321124,cd_06135.1396321124
cd_06140,1397530678,cd_06140.1397530678
cd_06141,1397530678,cd_06141.1397530678
cd_06150,1398826798,cd_06150.1398826798
cd_06151,1398826798,cd_06151.1398826798
cd_06160,1398826798,cd_06160.1398826798
cd_06161,1398826799,cd_06161.1398826799
cd_06163,1398826799,cd_06163.1398826799
cd_06164,1398826800,cd_06164.1398826800
cd_06165,1398826800,cd_06165.1398826800
cd_06170,1400122958,cd_06170.1400122958
cd_06171,1400122958,cd_06171.1400122958
cd_06180,1400122964,cd_06180.1400122964
cd_06181,1400122964,cd_06181.1400122964
cd_06190,1399007308,cd_06190.1399007308
cd_06191,1399007308,cd_06191.1399007308
cd_06200,1383274897,cd_06200.1383274897
cd_06201,1383274898,cd_06201.1383274898
cd_06210,1400727473,cd_06210.1400727473
cd_06211,1400727473,cd_06211.1400727473
cd_06216,1434336336,cd_06216.1434336336
cd_06220,1399007308,cd_06220.1399007308
cd_06221,1399007308,cd_06221.1399007308
cd_06230,1399007307,cd_06230.1399007307
cd_06231,1399007307,cd_06231.1399007307
cd_06240,1397530675,cd_06240.1397530675
cd_06241,1397530675,cd_06241.1397530675
cd_06250,1397530674,cd_06250.1397530674
cd_06251,1397530674,cd_06251.1397530674
cd_06260,1400727474,cd_06260.1400727474
cd_06261,1400727474,cd_06261.1400727474
cd_06270,1396321120,cd_06270.1396321120
cd_06271,1396321121,cd_06271.1396321121
cd_06280,1397530675,cd_06280.1397530675
cd_06281,1397530675,cd_06281.1397530675
cd_06290,1398826794,cd_06290.1398826794
cd_06291,1398826795,cd_06291.1398826795
cd_06300,1394420447,cd_06300.1394420447
cd_06301,1394420447,cd_06301.1394420447
cd_06310,1400122957,cd_06310.1400122957
cd_06311,1400122958,cd_06311.1400122958
cd_06320,1400122965,cd_06320.1400122965
cd_06321,1400122965,cd_06321.1400122965
cd_06326,1419476183,cd_06326.1419476183
cd_06330,1398826805,cd_06330.1398826805
cd_06331,1398826806,cd_06331.1398826806
cd_06336,1417142940,cd_06336.1417142940
cd_06340,1396321121,cd_06340.1396321121
cd_06341,1396321121,cd_06341.1396321121
cd_06350,1396321121,cd_06350.1396321121
cd_06351,1396321121,cd_06351.1396321121
cd_06360,1396321124,cd_06360.1396321124
cd_06361,1396321124,cd_06361.1396321124
cd_06370,1397530677,cd_06370.1397530677
cd_06371,1397530677,cd_06371.1397530677
cd_06373,1397530677,cd_06373.1397530677
cd_06374,1397530677,cd_06374.1397530677
cd_06375,1397530678,cd_06375.1397530678
cd_06380,1398826795,cd_06380.1398826795
cd_06381,1398826796,cd_06381.1398826796
cd_06390,1398826801,cd_06390.1398826801
cd_06391,1398826801,cd_06391.1398826801
cd_06393,1398826802,cd_06393.1398826802
cd_06394,1398826802,cd_06394.1398826802
cd_06395,1398826803,cd_06395.1398826803
cd_06400,1394420446,cd_06400.1394420446
cd_06401,1394420446,cd_06401.1394420446
cd_06410,1400122961,cd_06410.1400122961
cd_06411,1400122962,cd_06411.1400122962
cd_06413,1400122962,cd_06413.1400122962
cd_06414,1400122962,cd_06414.1400122962
cd_06415,1400122963,cd_06415.1400122963
cd_06420,1398826796,cd_06420.1398826796
cd_06421,1398826797,cd_06421.1398826797
cd_06440,1396321122,cd_06440.1396321122
cd_06441,1396321122,cd_06441.1396321122
cd_06443,1396321122,cd_06443.1396321122
cd_06444,1396321122,cd_06444.1396321122
cd_06445,1396321123,cd_06445.1396321123
cd_06450,1397530678,cd_06450.1397530678
cd_06451,1397530679,cd_06451.1397530679
cd_06460,1397530675,cd_06460.1397530675
cd_06461,1397530676,cd_06461.1397530676
cd_06463,1397530676,cd_06463.1397530676
cd_06464,1397530676,cd_06464.1397530676
cd_06465,1397530677,cd_06465.1397530677
cd_06470,1398826804,cd_06470.1398826804
cd_06471,1398826804,cd_06471.1398826804
cd_06480,1400122959,cd_06480.1400122959
cd_06481,1400122959,cd_06481.1400122959
cd_06490,1400122963,cd_06490.1400122963
cd_06491,1400122964,cd_06491.1400122964
cd_06500,1384398005,cd_06500.1384398005
cd_06501,1384398005,cd_06501.1384398005
cd_06520,1401937265,cd_06520.1401937265
cd_06521,1401937265,cd_06521.1401937265
cd_06530,1398308887,cd_06530.1398308887
cd_06531,1398308887,cd_06531.1398308887
cd_06540,1417142945,cd_06540.1417142945
cd_06541,1417142945,cd_06541.1417142945
cd_06550,1409541057,cd_06550.1409541057
cd_06551,1409541057,cd_06551.1409541057
cd_06560,1401418609,cd_06560.1401418609
cd_06561,1401418609,cd_06561.1401418609
cd_06570,1400727474,cd_06570.1400727474
cd_06571,1400727474,cd_06571.1400727474
cd_06580,1398826803,cd_06580.1398826803
cd_06581,1398826804,cd_06581.1398826804
cd_06590,1400122960,cd_06590.1400122960
cd_06591,1400122960,cd_06591.1400122960
cd_06593,1400122960,cd_06593.1400122960
cd_06594,1400122961,cd_06594.1400122961
cd_06595,1400122961,cd_06595.1400122961
cd_06600,1365994694,cd_06600.1365994694
cd_06620,1401418605,cd_06620.1401418605
cd_06621,1401418606,cd_06621.1401418606
cd_06630,1402541923,cd_06630.1402541923
cd_06631,1402541923,cd_06631.1402541923
cd_06636,1425265037,cd_06636.1425265037
cd_06640,1419476195,cd_06640.1419476195
cd_06641,1419476196,cd_06641.1419476196
cd_06646,1419476200,cd_06646.1419476200
cd_06650,1401418610,cd_06650.1401418610
cd_06651,1401418610,cd_06651.1401418610
cd_06656,1425265037,cd_06656.1425265037
cd_06660,1419476174,cd_06660.1419476174
cd_06661,1401418610,cd_06661.1401418610
cd_06662,1401418611,cd_06662.1401418611
cd_06670,1407220814,cd_06670.1407220814
cd_06671,1407220814,cd_06671.1407220814
cd_06680,1401418606,cd_06680.1401418606
cd_06681,1401418606,cd_06681.1401418606
cd_06686,1427770786,cd_06686.1427770786
cd_06690,1401418607,cd_06690.1401418607
cd_06691,1401418607,cd_06691.1401418607
cd_06693,1401418607,cd_06693.1401418607
cd_06694,1401418607,cd_06694.1401418607
cd_06695,1401418607,cd_06695.1401418607
cd_06700,1365994694,cd_06700.1365994694
cd_06710,1401418609,cd_06710.1401418609
cd_06711,1401418609,cd_06711.1401418609
cd_06720,1402541924,cd_06720.1402541924
cd_06721,1402541925,cd_06721.1402541925
cd_06730,1402541927,cd_06730.1402541927
cd_06731,1402541928,cd_06731.1402541928
cd_06740,1403233289,cd_06740.1403233289
cd_06741,1403233290,cd_06741.1403233290
cd_06746,1430448978,cd_06746.1430448978
cd_06750,1419476189,cd_06750.1419476189
cd_06751,1419476190,cd_06751.1419476190
cd_06760,1419476189,cd_06760.1419476189
cd_06761,1419476189,cd_06761.1419476189
cd_06770,1419476188,cd_06770.1419476188
cd_06771,1419476188,cd_06771.1419476188
cd_06780,1401418606,cd_06780.1401418606
cd_06781,1401418606,cd_06781.1401418606
cd_06790,1402541923,cd_06790.1402541923
cd_06791,1402541924,cd_06791.1402541924
cd_06800,1365994694,cd_06800.1365994694
cd_06810,1403233288,cd_06810.1403233288
cd_06811,1403233288,cd_06811.1403233288
cd_06820,1402541926,cd_06820.1402541926
cd_06821,1402541926,cd_06821.1402541926
cd_06823,1402541927,cd_06823.1402541927
cd_06824,1402541927,cd_06824.1402541927
cd_06825,1402541927,cd_06825.1402541927
cd_06830,1400727475,cd_06830.1400727475
cd_06831,1400727475,cd_06831.1400727475
cd_06836,1427770786,cd_06836.1427770786
cd_06840,1400826702,cd_06840.1400826702
cd_06841,1400826702,cd_06841.1400826702
cd_06850,1428894128,cd_06850.1428894128
cd_06851,1428894128,cd_06851.1428894128
cd_06856,1428894129,cd_06856.1428894129
cd_06860,1403233290,cd_06860.1403233290
cd_06861,1403233290,cd_06861.1403233290
cd_06870,1401418608,cd_06870.1401418608
cd_06871,1401418608,cd_06871.1401418608
cd_06873,1401418608,cd_06873.1401418608
cd_06874,1401418608,cd_06874.1401418608
cd_06875,1401418608,cd_06875.1401418608
cd_06880,1402541925,cd_06880.1402541925
cd_06881,1402541925,cd_06881.1402541925
cd_06883,1402541925,cd_06883.1402541925
cd_06884,1402541926,cd_06884.1402541926
cd_06885,1402541926,cd_06885.1402541926
cd_06900,1365994694,cd_06900.1365994694
cd_06910,1409541054,cd_06910.1409541054
cd_06911,1409541054,cd_06911.1409541054
cd_06920,1404701937,cd_06920.1404701937
cd_06921,1404701937,cd_06921.1404701937
cd_06930,1402541928,cd_06930.1402541928
cd_06931,1402541928,cd_06931.1402541928
cd_06940,1401937266,cd_06940.1401937266
cd_06941,1401937266,cd_06941.1401937266
cd_06960,1403233288,cd_06960.1403233288
cd_06961,1403233289,cd_06961.1403233289
cd_06966,1434336336,cd_06966.1434336336
cd_06970,1406516421,cd_06970.1406516421
cd_06971,1406516421,cd_06971.1406516421
cd_06980,1404701936,cd_06980.1404701936
cd_06981,1404701937,cd_06981.1404701937
cd_06990,1406516421,cd_06990.1406516421
cd_06991,1406516422,cd_06991.1406516422
cd_07000,1367497870,cd_07000.1367497870
cd_07001,1367497870,cd_07001.1367497870
cd_07010,1405307625,cd_07010.1405307625
cd_07011,1405307626,cd_07011.1405307626
cd_07013,1405307626,cd_07013.1405307626
cd_07014,1405307626,cd_07014.1405307626
cd_07015,1405307626,cd_07015.1405307626
cd_07020,1405672615,cd_07020.1405672615
cd_07021,1405672615,cd_07021.1405672615
cd_07030,1405672616,cd_07030.1405672616
cd_07031,1405672616,cd_07031.1405672616
cd_07040,1403750341,cd_07040.1403750341
cd_07041,1403750341,cd_07041.1403750341
cd_07043,1403750342,cd_07043.1403750342
cd_07044,1403750342,cd_07044.1403750342
cd_07045,1403750343,cd_07045.1403750343
cd_07050,1405307623,cd_07050.1405307623
cd_07051,1405307624,cd_07051.1405307624
cd_07060,1405307624,cd_07060.1405307624
cd_07061,1405307624,cd_07061.1405307624
cd_07070,1405307624,cd_07070.1405307624
cd_07071,1405307624,cd_07071.1405307624
cd_07073,1405307625,cd_07073.1405307625
cd_07074,1405307625,cd_07074.1405307625
cd_07075,1405307625,cd_07075.1405307625
cd_07080,1405307627,cd_07080.1405307627
cd_07081,1405307627,cd_07081.1405307627
cd_07090,1405307626,cd_07090.1405307626
cd_07091,1405307627,cd_07091.1405307627
cd_07100,1375326185,cd_07100.1375326185
cd_07101,1375326186,cd_07101.1375326186
cd_07110,1405672612,cd_07110.1405672612
cd_07111,1405672612,cd_07111.1405672612
cd_07130,1405672614,cd_07130.1405672614
cd_07131,1405672614,cd_07131.1405672614
cd_07132,1405672615,cd_07132.1405672615
cd_07140,1403750336,cd_07140.1403750336
cd_07141,1403750337,cd_07141.1403750337
cd_07146,1427770785,cd_07146.1427770785
cd_07150,1405307622,cd_07150.1405307622
cd_07151,1405307623,cd_07151.1405307623
cd_07156,1421117866,cd_07156.1421117866
cd_07160,1406516426,cd_07160.1406516426
cd_07161,1406516426,cd_07161.1406516426
cd_07166,1429843970,cd_07166.1429843970
cd_07170,1405307627,cd_07170.1405307627
cd_07171,1405307627,cd_07171.1405307627
cd_07176,1428894129,cd_07176.1428894129
cd_07180,1439434356,cd_07180.1439434356
cd_07181,1439434357,cd_07181.1439434357
cd_07186,1439434359,cd_07186.1439434359
cd_07200,1368673335,cd_07200.1368673335
cd_07201,1368673336,cd_07201.1368673336
cd_07210,1403750343,cd_07210.1403750343
cd_07211,1403750343,cd_07211.1403750343
cd_07220,1403750337,cd_07220.1403750337
cd_07221,1403750338,cd_07221.1403750338
cd_07230,1403750339,cd_07230.1403750339
cd_07231,1403750339,cd_07231.1403750339
cd_07240,1403750344,cd_07240.1403750344
cd_07241,1403750344,cd_07241.1403750344
cd_07250,1405672611,cd_07250.1405672611
cd_07251,1405672611,cd_07251.1405672611
cd_07270,1404701937,cd_07270.1404701937
cd_07271,1404701937,cd_07271.1404701937
